Registro,LapTime,LapNumber,Stint,Compound,TyreLife,Team,Driver,CurrentWeight,Componente,KM_Lap,Traction,Braking,Lateral,TyreStress,AsphaltGrip,AsphaltAbrasion,Downforce,Event,AVG
565,105.017,20,2,HARD,9,Renault,RIC,825.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
566,104.624,21,2,HARD,10,Renault,RIC,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
567,104.747,22,2,HARD,11,Renault,RIC,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
568,104.616,23,2,HARD,12,Renault,RIC,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
569,104.605,24,2,HARD,13,Renault,RIC,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
570,104.521,25,2,HARD,14,Renault,RIC,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
571,104.393,26,2,HARD,15,Renault,RIC,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
572,104.458,27,2,HARD,16,Renault,RIC,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
573,104.385,28,2,HARD,17,Renault,RIC,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
574,104.546,29,2,HARD,18,Renault,RIC,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
575,104.163,30,2,HARD,19,Renault,RIC,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
576,104.461,31,2,HARD,20,Renault,RIC,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
577,104.272,32,2,HARD,21,Renault,RIC,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
578,104.142,33,2,HARD,22,Renault,RIC,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
579,104.158,34,2,HARD,23,Renault,RIC,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
580,104.389,35,2,HARD,24,Renault,RIC,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
581,104.365,36,2,HARD,25,Renault,RIC,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
582,104.45,37,2,HARD,26,Renault,RIC,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
583,103.85,38,2,HARD,27,Renault,RIC,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
584,103.738,39,2,HARD,28,Renault,RIC,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
585,105.302,40,2,HARD,29,Renault,RIC,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
586,105.198,41,2,HARD,30,Renault,RIC,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
587,105.502,42,2,HARD,31,Renault,RIC,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
588,121.87,43,3,SOFT,4,Renault,RIC,783.962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
589,101.676,44,3,SOFT,5,Renault,RIC,782.1481481,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
590,102.198,45,3,SOFT,6,Renault,RIC,780.3333333,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
591,101.399,46,3,SOFT,7,Renault,RIC,778.5185185,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
592,101.359,47,3,SOFT,8,Renault,RIC,776.7037037,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
593,101.741,48,3,SOFT,9,Renault,RIC,774.8888889,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
594,101.29,49,3,SOFT,10,Renault,RIC,773.0740741,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
595,101.627,50,3,SOFT,11,Renault,RIC,771.2592593,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
596,101.19,51,3,SOFT,12,Renault,RIC,769.4444444,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
597,101.777,52,3,SOFT,13,Renault,RIC,767.6296296,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
598,102.752,53,3,SOFT,14,Renault,RIC,765.8148148,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
599,104.099,54,3,SOFT,15,Renault,RIC,764,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
601,105.616,2,1,SOFT,5,Renault,HUL,858.3703704,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
602,105.595,3,1,SOFT,6,Renault,HUL,856.5555556,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
603,105.544,4,1,SOFT,7,Renault,HUL,854.7407407,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
604,105.338,5,1,SOFT,8,Renault,HUL,852.9259259,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
605,105.793,6,1,SOFT,9,Renault,HUL,851.1111111,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
606,105.319,7,1,SOFT,10,Renault,HUL,849.2962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
607,105.663,8,1,SOFT,11,Renault,HUL,847.4814815,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
608,105.492,9,1,SOFT,12,Renault,HUL,845.6666667,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
609,105.371,10,1,SOFT,13,Renault,HUL,843.8518519,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
610,105.278,11,1,SOFT,14,Renault,HUL,842.037037,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
611,104.753,12,1,SOFT,15,Renault,HUL,840.2222222,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
612,104.202,13,1,SOFT,16,Renault,HUL,838.4074074,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
613,104.614,14,1,SOFT,17,Renault,HUL,836.5925926,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
614,104.655,15,1,SOFT,18,Renault,HUL,834.7777778,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
615,104.474,16,1,SOFT,19,Renault,HUL,832.962963,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
616,105.441,17,1,SOFT,20,Renault,HUL,831.1481481,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
617,107.732,18,1,SOFT,21,Renault,HUL,829.3333333,C5,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
618,124.37,19,2,MEDIUM,1,Renault,HUL,827.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
619,105.263,20,2,MEDIUM,2,Renault,HUL,825.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
620,104.718,21,2,MEDIUM,3,Renault,HUL,823.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
621,105.005,22,2,MEDIUM,4,Renault,HUL,822.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
622,104.484,23,2,MEDIUM,5,Renault,HUL,820.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
623,104.243,24,2,MEDIUM,6,Renault,HUL,818.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
624,104.603,25,2,MEDIUM,7,Renault,HUL,816.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
625,104.8,26,2,MEDIUM,8,Renault,HUL,814.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
626,104.38,27,2,MEDIUM,9,Renault,HUL,813,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
627,104.4,28,2,MEDIUM,10,Renault,HUL,811.1851852,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
628,104.317,29,2,MEDIUM,11,Renault,HUL,809.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
629,104.324,30,2,MEDIUM,12,Renault,HUL,807.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
630,104.358,31,2,MEDIUM,13,Renault,HUL,805.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
631,104.527,32,2,MEDIUM,14,Renault,HUL,803.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
632,103.961,33,2,MEDIUM,15,Renault,HUL,802.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
633,104.281,34,2,MEDIUM,16,Renault,HUL,800.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
634,103.993,35,2,MEDIUM,17,Renault,HUL,798.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
635,104.225,36,2,MEDIUM,18,Renault,HUL,796.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
636,103.99,37,2,MEDIUM,19,Renault,HUL,794.8518518,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
637,103.743,38,2,MEDIUM,20,Renault,HUL,793.037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
638,103.807,39,2,MEDIUM,21,Renault,HUL,791.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
639,103.894,40,2,MEDIUM,22,Renault,HUL,789.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
640,103.483,41,2,MEDIUM,23,Renault,HUL,787.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
641,103.683,42,2,MEDIUM,24,Renault,HUL,785.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
642,105.203,43,2,MEDIUM,25,Renault,HUL,783.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
643,103.655,44,2,MEDIUM,26,Renault,HUL,782.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
644,104.893,45,2,MEDIUM,27,Renault,HUL,780.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
645,105.415,46,2,MEDIUM,28,Renault,HUL,778.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
646,103.631,47,2,MEDIUM,29,Renault,HUL,776.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
647,105.323,48,2,MEDIUM,30,Renault,HUL,774.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
648,103.439,49,2,MEDIUM,31,Renault,HUL,773.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
649,103.778,50,2,MEDIUM,32,Renault,HUL,771.2592593,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
650,103.412,51,2,MEDIUM,33,Renault,HUL,769.4444444,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
651,103.274,52,2,MEDIUM,34,Renault,HUL,767.6296296,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
652,103.409,53,2,MEDIUM,35,Renault,HUL,765.8148148,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
653,106.988,54,2,MEDIUM,36,Renault,HUL,764,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
655,108.246,2,1,MEDIUM,2,Alfa Romeo Racing,RAI,858.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
656,107.032,3,1,MEDIUM,3,Alfa Romeo Racing,RAI,856.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
657,106.667,4,1,MEDIUM,4,Alfa Romeo Racing,RAI,854.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
658,106.663,5,1,MEDIUM,5,Alfa Romeo Racing,RAI,852.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
659,105.63,6,1,MEDIUM,6,Alfa Romeo Racing,RAI,851.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
660,105.745,7,1,MEDIUM,7,Alfa Romeo Racing,RAI,849.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
661,106.175,8,1,MEDIUM,8,Alfa Romeo Racing,RAI,847.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
662,105.471,9,1,MEDIUM,9,Alfa Romeo Racing,RAI,845.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
663,105.992,10,1,MEDIUM,10,Alfa Romeo Racing,RAI,843.8518519,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
664,105.972,11,1,MEDIUM,11,Alfa Romeo Racing,RAI,842.037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
665,105.811,12,1,MEDIUM,12,Alfa Romeo Racing,RAI,840.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
666,105.634,13,1,MEDIUM,13,Alfa Romeo Racing,RAI,838.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
667,105.607,14,1,MEDIUM,14,Alfa Romeo Racing,RAI,836.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
668,105.501,15,1,MEDIUM,15,Alfa Romeo Racing,RAI,834.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
669,105.365,16,1,MEDIUM,16,Alfa Romeo Racing,RAI,832.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
670,105.762,17,1,MEDIUM,17,Alfa Romeo Racing,RAI,831.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
671,105.364,18,1,MEDIUM,18,Alfa Romeo Racing,RAI,829.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
672,105.547,19,1,MEDIUM,19,Alfa Romeo Racing,RAI,827.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
673,105.222,20,1,MEDIUM,20,Alfa Romeo Racing,RAI,825.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
674,106.397,21,1,MEDIUM,21,Alfa Romeo Racing,RAI,823.8888889,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
675,107.583,22,1,MEDIUM,22,Alfa Romeo Racing,RAI,822.0740741,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
676,124.375,23,2,HARD,1,Alfa Romeo Racing,RAI,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
677,103.214,24,2,HARD,2,Alfa Romeo Racing,RAI,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
678,103.142,25,2,HARD,3,Alfa Romeo Racing,RAI,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
679,103.583,26,2,HARD,4,Alfa Romeo Racing,RAI,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
680,103.356,27,2,HARD,5,Alfa Romeo Racing,RAI,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
681,104.493,28,2,HARD,6,Alfa Romeo Racing,RAI,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
682,103.555,29,2,HARD,7,Alfa Romeo Racing,RAI,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
683,103.631,30,2,HARD,8,Alfa Romeo Racing,RAI,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
684,103.476,31,2,HARD,9,Alfa Romeo Racing,RAI,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
685,103.672,32,2,HARD,10,Alfa Romeo Racing,RAI,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
686,103.92,33,2,HARD,11,Alfa Romeo Racing,RAI,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
687,104.091,34,2,HARD,12,Alfa Romeo Racing,RAI,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
688,104.174,35,2,HARD,13,Alfa Romeo Racing,RAI,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
689,104.366,36,2,HARD,14,Alfa Romeo Racing,RAI,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
690,105.727,37,2,HARD,15,Alfa Romeo Racing,RAI,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
691,103.371,38,2,HARD,16,Alfa Romeo Racing,RAI,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
692,104.139,39,2,HARD,17,Alfa Romeo Racing,RAI,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
693,103.863,40,2,HARD,18,Alfa Romeo Racing,RAI,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
694,103.686,41,2,HARD,19,Alfa Romeo Racing,RAI,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
695,103.325,42,2,HARD,20,Alfa Romeo Racing,RAI,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
696,103.403,43,2,HARD,21,Alfa Romeo Racing,RAI,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
697,105.9,44,2,HARD,22,Alfa Romeo Racing,RAI,782.1481481,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.7773
698,103.216,45,2,HARD,23,Alfa Romeo Racing,RAI,780.3333333,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.44485
699,105.176,46,2,HARD,24,Alfa Romeo Racing,RAI,778.5185185,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3784737
700,103.561,47,2,HARD,25,Alfa Romeo Racing,RAI,776.7037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0484211
701,103.222,48,2,HARD,26,Alfa Romeo Racing,RAI,774.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0486842
702,104.116,49,2,HARD,27,Alfa Romeo Racing,RAI,773.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.9504737
703,103.43,50,2,HARD,28,Alfa Romeo Racing,RAI,771.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,102.8666316
704,103.609,51,2,HARD,29,Alfa Romeo Racing,RAI,769.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.0323684
705,103.391,52,2,HARD,30,Alfa Romeo Racing,RAI,767.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.3493684
706,104.614,53,2,HARD,31,Alfa Romeo Racing,RAI,765.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.2232105
707,103.406,54,2,HARD,32,Alfa Romeo Racing,RAI,764,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.5967647
709,107.299,2,1,MEDIUM,2,Haas F1 Team,MAG,858.3703704,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2078947
710,105.952,3,1,MEDIUM,3,Haas F1 Team,MAG,856.5555556,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.56735
711,106.112,4,1,MEDIUM,4,Haas F1 Team,MAG,854.7407407,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6763
712,106.348,5,1,MEDIUM,5,Haas F1 Team,MAG,852.9259259,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.9136
713,107.405,6,1,MEDIUM,6,Haas F1 Team,MAG,851.1111111,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8169
714,107.063,7,1,MEDIUM,7,Haas F1 Team,MAG,849.2962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.32185
715,106.228,8,1,MEDIUM,8,Haas F1 Team,MAG,847.4814815,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.3538
716,106.206,9,1,MEDIUM,9,Haas F1 Team,MAG,845.6666667,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,107.17985
717,106.058,10,1,MEDIUM,10,Haas F1 Team,MAG,843.8518519,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.12195
718,105.844,11,1,MEDIUM,11,Haas F1 Team,MAG,842.037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1817
719,105.751,12,1,MEDIUM,12,Haas F1 Team,MAG,840.2222222,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.2843
720,105.693,13,1,MEDIUM,13,Haas F1 Team,MAG,838.4074074,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,108.3069
721,105.486,14,1,MEDIUM,14,Haas F1 Team,MAG,836.5925926,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.7215
722,105.425,15,1,MEDIUM,15,Haas F1 Team,MAG,834.7777778,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.92595
723,105.486,16,1,MEDIUM,16,Haas F1 Team,MAG,832.962963,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.91625
724,105.716,17,1,MEDIUM,17,Haas F1 Team,MAG,831.1481481,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.18495
725,105.622,18,1,MEDIUM,18,Haas F1 Team,MAG,829.3333333,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2259
726,105.456,19,1,MEDIUM,19,Haas F1 Team,MAG,827.5185185,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,106.8894
727,107.475,20,1,MEDIUM,20,Haas F1 Team,MAG,825.7037037,C4,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.80105
728,123.691,21,2,HARD,2,Haas F1 Team,MAG,823.8888889,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.62145
729,103.79,22,2,HARD,3,Haas F1 Team,MAG,822.0740741,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.1132
730,103.929,23,2,HARD,4,Haas F1 Team,MAG,820.2592593,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.96145
731,104.394,24,2,HARD,5,Haas F1 Team,MAG,818.4444444,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.55695
732,103.883,25,2,HARD,6,Haas F1 Team,MAG,816.6296296,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.2558
733,103.864,26,2,HARD,7,Haas F1 Team,MAG,814.8148148,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.44505
734,103.985,27,2,HARD,8,Haas F1 Team,MAG,813,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.98385
735,104.064,28,2,HARD,9,Haas F1 Team,MAG,811.1851852,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.79675
736,104.08,29,2,HARD,10,Haas F1 Team,MAG,809.3703704,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.92835
737,104.083,30,2,HARD,11,Haas F1 Team,MAG,807.5555556,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.6703
738,104.146,31,2,HARD,12,Haas F1 Team,MAG,805.7407407,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.77715
739,104.148,32,2,HARD,13,Haas F1 Team,MAG,803.9259259,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.97535
740,104.176,33,2,HARD,14,Haas F1 Team,MAG,802.1111111,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.8818
741,104.353,34,2,HARD,15,Haas F1 Team,MAG,800.2962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.8103
742,104.214,35,2,HARD,16,Haas F1 Team,MAG,798.4814815,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.76795
743,104.544,36,2,HARD,17,Haas F1 Team,MAG,796.6666667,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.9835
744,104.876,37,2,HARD,18,Haas F1 Team,MAG,794.8518518,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.0281
745,106.753,38,2,HARD,19,Haas F1 Team,MAG,793.037037,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.95045
746,104.926,39,2,HARD,20,Haas F1 Team,MAG,791.2222222,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,105.6059
747,104.701,40,2,HARD,21,Haas F1 Team,MAG,789.4074074,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,103.6935
748,104.366,41,2,HARD,22,Haas F1 Team,MAG,787.5925926,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.87365
749,105.781,42,2,HARD,23,Haas F1 Team,MAG,785.7777778,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.4535
750,105.24,43,2,HARD,24,Haas F1 Team,MAG,783.962963,C3,5.554,3,3,3,3,2,2,3,Abu Dhabi Grand Prix,104.2641
